COM;1;temporada;tipo liga;vuelta;jornada;fecha jornada;is Match;id peña local;peña local;local mesas ganadas;visitante mesas ganadas;id peña visitante;peña visitante;número mesa;peña local  jugador 1;peña local   jugador 2;local chicos a favor;visitante chicos a favor;peña visitante jugador 1;peña visitante jugador 2;;NUEVO peña local  jugador 1;NUEVO peña local   jugador 2;NUEVO peña visitante  jugador 1;NUEVO peña visitante  jugador 2
INF;2;2016/17;REG;1;17;31/10/2016;true;albora;SIDRERÍA ALBORADA ;2;2;churre;CHURRERÍA;1;PADILLA;FERNANDO;6;3;JUAN;JOSE;;;;;
INF;3;;REG;1;;;false;albora;;;;churre;;2;GAN;GELO;6;4;JAVIER;RAMON;;;;;
INF;4;;REG;1;;;false;albora;;;;churre;;3;OMAR;FALO;4;6;ROBERTO;JANO;;;;;
INF;5;;REG;1;;;false;albora;;;;churre;;4;GUELO;JOSE;3;6;PACO;JAVI;;;;;
COM;6;;;;;;;;;;;;;;;;;;;;;;;;
INF;7;2016/17;REG;1;17;31/10/2016;true;bxareu;XAREU;2;2;4vient;4 VIENTOS;1;ROSA;BAO;6;4;ROBLES;VALLEDOR;;;;;
INF;8;;REG;1;;;false;bxareu;;;;4vient;;2;ESTEBAN;CARBAYO;6;3;PRIETO;JOSE LUIS;;;;;
INF;9;;REG;1;;;false;bxareu;;;;4vient;;3;NANDO;GASPAR;2;6;RAMON;ANTONIO;;;;;
INF;10;;REG;1;;;false;bxareu;;;;4vient;;4;CARLOS;LOLO;2;6;KIRIKI;CALVO;;;;;
COM;11;;;;;;;;;;;;;;;;;;;;;;;;
INF;12;2016/17;REG;1;17;31/10/2016;true;barena;BAR LA ARENA ;2;2;sagrib;S.AG.-RÍAS BAIXAS;1;DAVID;ROMAN;6;5;COLLADO;ALVARO;;;ROMAN;;
INF;13;;REG;1;;;false;barena;;;;sagrib;;2;OMAR;ISMA;3;6;GERARDO;OSCAR;;;;;
INF;14;;REG;1;;;false;barena;;;;sagrib;;3;LUIS;JOACO;6;3;JAIME;TONI;;;;;
INF;15;;REG;1;;;false;barena;;;;sagrib;;4;JUAN;PEPE;4;6;NACHO;BENJA;;;;;
COM;16;;;;;;;;;;;;;;;;;;;;;;;;
INF;17;2016/17;REG;1;17;31/10/2016;true;calolo;CA LOLO;1;3;sagkam;S.AG.-KAME.NET;1;COTE;MANU;5;6;LUIS PRIETO;ARTURO;;;;;
INF;18;;REG;1;;;false;calolo;;;;sagkam;;2;ISIDORO;HUGO;4;6;ESTRELLA;JAVI;;;;;
INF;19;;REG;1;;;false;calolo;;;;sagkam;;3;DANI;MARCOS;5;6;GAYOL;PINTO;;;;;
INF;20;;REG;1;;;false;calolo;;;;sagkam;;4;SOPEÑA;EDU;6;4;ANGEL;ISIDRO;;;;;
COM;21;;;;;;;;;;;;;;;;;;;;;;;;
INF;22;2016/17;REG;1;17;31/10/2016;true;ccelti;CÉLTICA;4;0;chalan;MUS EL CHALANÍN;1;JUAN;FALO;6;1;DIEGO;KUKI;;;;;
INF;23;;REG;1;;;false;ccelti;;;;chalan;;2;CHININ;MERO;6;3;SILVI;LUIS C.;;;;;
INF;24;;REG;1;;;false;ccelti;;;;chalan;;3;PICHINA;BUSTO;6;5;CHEMA;GORI;;;;;
INF;25;;REG;1;;;false;ccelti;;;;chalan;;4;ZELUAN;LUNA;6;2;YOLI;SAM;;;;;
COM;26;;;;;;;;;;;;;;;;;;;;;;;;
INF;27;2016/17;REG;1;17;31/10/2016;true;cvalsa;CAFETERÍA VALSA;2;2;picosa;LA PICOSA;1;NACHO;PARAMIO;4;6;CHUS;ARSENIO;;;;;
INF;28;;REG;1;;;false;cvalsa;;;;picosa;;2;FERNANDO;MURAS;3;6;DAMIAN;KIKE;;;;;
INF;29;;REG;1;;;false;cvalsa;;;;picosa;;3;BENI;MARCOS;6;5;ANIA;GELO;;;;;
