COM;1;temporada;tipo liga;vuelta;jornada;fecha jornada;is Match;id peña local;peña local;local mesas ganadas;visitante mesas ganadas;id peña visitante;peña visitante;número mesa;peña local  jugador 1;peña local   jugador 2;local chicos a favor;visitante chicos a favor;peña visitante jugador 1;peña visitante jugador 2;puntos sanción peña local;puntos sanción peña visitante;fin líena;;NUEVO peña local  jugador 1;NUEVO peña local   jugador 2;NUEVO peña visitante  jugador 1;NUEVO peña visitante  jugador 2;
INF;58;;REG;2;;;false;valmus;;;;picosa;;2;ITO;PABLO;2;6;PACO;ARSENIO;;;ENDL;;;;;;
INF;59;;REG;2;;;false;valmus;;;;picosa;;3;JAVI;ROBER;5;6;CARLOS;PEPE;;;ENDL;;;;;;
INF;60;;REG;2;;;false;valmus;;;;picosa;;4;MEDINA;ALFREDO;6;1;PITI;ANIA;;;ENDL;;;;;;
COM;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;62;2016/17;REG;2;31;27/12/2016;true;rcarol;RINCÓN DE CAROL;0;4;cebano;CAFÉ BAR ÉBANO;1;GABI;BLAZQUEZ;0;6;JULIO;ANGEL RAMON;;;ENDL;;;;;;
INF;63;;REG;2;;;false;rcarol;;;;cebano;;2;ALFONSO;ISRA;3;6;LUPI;BARREIROS;;;ENDL;;;;;;
INF;64;;REG;2;;;false;rcarol;;;;cebano;;3;CHUS;CHEMA;2;6;NICO;LUIS;;;ENDL;;;;;;
INF;65;;REG;2;;;false;rcarol;;;;cebano;;4;JAVI;ROCIO;2;6;TINO;CARLON;;;ENDL;;;;;;
COM;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COM;67;2016/17;REG;2;31;27/12/2016;true;monchi;PEÑA MUS MONCHI;;;zdesca;DESCANSA;;;;;;;;;;ENDL;;;;;;
END;68;14;53;53;14;14;53;53;14;13;13;;14;;52;52;52;52;52;52;0;0;;;1;0;1;0;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
