COM;1;temporada;tipo liga;vuelta;jornada;fecha jornada;is Match;id peña local;peña local;local mesas ganadas;visitante mesas ganadas;id peña visitante;peña visitante;número mesa;peña local  jugador 1;peña local   jugador 2;local chicos a favor;visitante chicos a favor;peña visitante jugador 1;peña visitante jugador 2;puntos sanción peña local;puntos sanción peña visitante;fin líena;;NUEVO peña local  jugador 1;NUEVO peña local   jugador 2;NUEVO peña visitante  jugador 1;NUEVO peña visitante  jugador 2;
INF;2;2016/17;REG;2;37;16/01/2017;true;ccelti;CÉLTICA;0;4;barena;PEÑA LA ARENA ;1;MAITE;FALO;4;6;PEPE;JUAN;;;ENDL;;;;;;
INF;3;;REG;2;;;false;ccelti;;;;barena;;2;CHININ;CHININ II;4;6;ANTONIO;JUANMA;;;ENDL;;;;;;
INF;4;;REG;2;;;false;ccelti;;;;barena;;3;PICHINA;BUSTO;4;6;DAVID;TURBO;;;ENDL;;;;;;
INF;5;;REG;2;;;false;ccelti;;;;barena;;4;ZELUAN;LUNA;4;6;RODRIGO;LUIS;;;ENDL;;;;;;
COM;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;7;2016/17;REG;2;37;16/01/2017;true;cvalsa;CAFETERÍA VALSA;0;4;bxareu;XAREU;1;MARCOS;BENI;3;6;GASPAR;BAO;;;ENDL;;;;;;
INF;8;;REG;2;;;false;cvalsa;;;;bxareu;;2;PEREZ;FERNANDO;3;6;CARLOS;LOLO;;;ENDL;;;;;;
INF;9;;REG;2;;;false;cvalsa;;;;bxareu;;3;CAMPANA;GABI;5;6;ROSA;ARIAS;;;ENDL;;;;;;
INF;10;;REG;2;;;false;cvalsa;;;;bxareu;;4;LUIS;IÑAKI;5;6;NANDO;MARAVILLAS;;;ENDL;;;;;;
COM;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;12;2016/17;REG;2;37;16/01/2017;true;monchi;PEÑA MUS MONCHI;2;2;albora;SIDRERÍA ALBORADA ;1;MONCHI;REGUERO;3;6;OMAR;PEPITO;;;ENDL;;;;;;
INF;13;;REG;2;;;false;monchi;;;;albora;;2;RABADAN;BERNARDO;6;1;PADILLA;FERNANDO;;;ENDL;;;;;;
INF;14;;REG;2;;;false;monchi;;;;albora;;3;FRAN;FONSO;6;2;GAN;GELO;;;ENDL;;;;;;
INF;15;;REG;2;;;false;monchi;;;;albora;;4;DAVID;MATEOS;5;6;GUELO;JOSE;;;ENDL;;;;;;
COM;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;17;2016/17;REG;2;37;16/01/2017;true;cgerma;CASA GERMÁN;0;4;churre;CHURRERÍA;1;YONI;TOÑO;2;6;ROBERTO;PACO;;;ENDL;;;;;;
INF;18;;REG;2;;;false;cgerma;;;;churre;;2;JANEL;GABI;5;6;RAMON;JAVIER;;;ENDL;;;;;;
INF;19;;REG;2;;;false;cgerma;;;;churre;;3;ALLENDE;FANDIÑO;5;6;LUIS;JUAN;;;ENDL;;;;;;
INF;20;;REG;2;;;false;cgerma;;;;churre;;4;KIKE;JAVIER;2;6;AZA;JANO;;;ENDL;;;;;;
COM;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;22;2016/17;REG;2;37;16/01/2017;true;bcarba;PEÑA CARBAYEDO;4;0;4vient;4 VIENTOS;1;PEDRO;LUIS;6;5;KIRIKI;ANTONIO;;;ENDL;;;;;;
INF;23;;REG;2;;;false;bcarba;;;;4vient;;2;TOÑO;JAVI;6;3;VALLEDOR;JOSE LUIS;;;ENDL;;;;;;
INF;24;;REG;2;;;false;bcarba;;;;4vient;;3;ABLANEDO;CHE;6;2;GARRIDO;PERFE;;;ENDL;;;;;;
INF;25;;REG;2;;;false;bcarba;;;;4vient;;4;CHUS;JOSE LUIS;6;4;PRIETO;RAMON;;;ENDL;;;;;;
COM;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;27;2016/17;REG;2;37;16/01/2017;true;sagrib;S.AG.-RÍAS BAIXAS;1;3;andrea;BAR D'ANDREA;1;ARTURO;TONI;6;1;KIKE;OCTAVIO;;;ENDL;;;;;;
INF;28;;REG;2;;;false;sagrib;;;;andrea;;2;NACHO;CUERVO;5;6;LITRI;DANI;;;ENDL;;;;;;
INF;29;;REG;2;;;false;sagrib;;;;andrea;;3;COLLADO;BENJA;2;6;TINO;JUAN;;;ENDL;;;;;;
INF;30;;REG;2;;;false;sagrib;;;;andrea;;4;VICTOR;CHEMI;0;6;FERRERAS;ISMA;;;ENDL;;;;;;
COM;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;32;2016/17;REG;2;37;16/01/2017;true;8villa;8 VILLAS;2;2;sagkam;S.AG.-KAME.NET;1;URE;M. JESUS;6;5;ESTRELLA;JAVI;;;ENDL;;;;;;
INF;33;;REG;2;;;false;8villa;;;;sagkam;;2;ELIAS;KIKE;6;5;ARTURO;ALFONSO;;;ENDL;;;;;;
INF;34;;REG;2;;;false;8villa;;;;sagkam;;3;JUAN;NACHO;1;6;JUANI;ISIDRO;;;ENDL;;;;;;
INF;35;;REG;2;;;false;8villa;;;;sagkam;;4;ALVARO;HUMBERTO;2;6;ANGEL;MENOTI;;;ENDL;;;;;;
COM;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;37;2016/17;REG;2;37;16/01/2017;true;catere;CASA TERE;4;0;chalan;MUS EL CHALANÍN;1;ANTONIO;JAVI;6;5;LASTRA;MARIO;;;ENDL;;;;;;
INF;38;;REG;2;;;false;catere;;;;chalan;;2;PICHI;VILA;6;3;SILVI;DOLO;;;ENDL;;;;;;
INF;39;;REG;2;;;false;catere;;;;chalan;;3;PEPE;CLETO;6;1;POPE;DANI;;;ENDL;;;;;;
