COM;1;temporada;tipo liga;vuelta;jornada;fecha jornada;is Match;id peña local;peña local;local mesas ganadas;visitante mesas ganadas;id peña visitante;peña visitante;número mesa;peña local  jugador 1;peña local   jugador 2;local chicos a favor;visitante chicos a favor;peña visitante jugador 1;peña visitante jugador 2;puntos sanción peña local;puntos sanción peña visitante;fin líena;;NUEVO peña local  jugador 1;NUEVO peña local   jugador 2;NUEVO peña visitante  jugador 1;NUEVO peña visitante  jugador 2;
INF;22;2016/17;REG;2;34;04/01/2017;true;albora;SIDRERÍA ALBORADA ;0;4;andrea;BAR D'ANDREA;1;FALO;PEPITO;4;6;TINO;JUAN;;;ENDL;;;;;;
INF;23;;REG;2;;;false;albora;;;;andrea;;2;GAN;GELO;2;6;FERRERAS;DELMI;;;ENDL;;;;;;
INF;24;;REG;2;;;false;albora;;;;andrea;;3;OMAR;CALVETE;4;6;KIKE;ISMA;;;ENDL;;;;;;
INF;25;;REG;2;;;false;albora;;;;andrea;;4;GUELO;JOSE;1;6;LITRI;DANI;;;ENDL;;;;;;
COM;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;52;2016/17;REG;2;34;04/01/2017;true;picosa;LA PICOSA;0;4;capiol;CAFÉ BAR PIOL;1;PITI;CARLOS;4;6;ESTHER;SALAS;;;ENDL;;;;;;
INF;53;;REG;2;;;false;picosa;;;;capiol;;2;CHUS;ARSENIO;2;6;PILUCA;FELIX;;;ENDL;;;;;;
INF;54;;REG;2;;;false;picosa;;;;capiol;;3;CHORI;KIKE;1;6;CARMEN;JOSE;;;ENDL;;;;;;
INF;55;;REG;2;;;false;picosa;;;;capiol;;4;IÑAQUI;GELO;1;6;NINO;ANTONIO;;;ENDL;;;;;;
COM;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;57;2016/17;REG;2;34;04/01/2017;true;cebano;CAFÉ BAR ÉBANO;3;1;acveig;AC MUS VEIGA;1;CARLON;MIGUEL;6;4;MILLAN;GUTI;;;ENDL;;;;;;
INF;58;;REG;2;;;false;cebano;;;;acveig;;2;NICO;LUIS;3;6;HERRERO;ELOY;;;ENDL;;;;;;
INF;59;;REG;2;;;false;cebano;;;;acveig;;3;JULIO;FRAN;6;5;ZICO;FAILDE;;;ENDL;;;;;;
INF;60;;REG;2;;;false;cebano;;;;acveig;;4;LUPI;BARREIROS;6;5;TINO;ADAN;;;ENDL;;;;;;
COM;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
END;68;3;12;12;3;3;12;12;3;3;3;;3;;12;12;12;12;12;12;0;0;;;0;0;0;0;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
