COM;1;temporada;tipo liga;vuelta;número jornada;fecha jornada;is Match;id peña local;peña local;peña local mesas ganadas;peña visitante mesas ganadas;id peña visitante;peña visitante;número mesa;peña local  jugador 1;peña local   jugador 2;paraje local chicos a favor;pareja visitante chicos a favor;peña visitante jugador 1;peña visitante jugador 2;;NUEVO peña local  jugador 1;NUEVO peña local   jugador 2;NUEVO peña local  jugador 1;NUEVO peña local   jugador 2
INF;2;2016/17;REG;1;6;29/09/2016;true;ccelti;CÉLTICA;3;1;monchi;PEÑA MUS MONCHI;1;MAITE;FALO;6;1;JUANJO;FONSO;;;;;
INF;3;;REG;1;;;false;ccelti;;;;monchi;;2;CHININ;BUSTO;6;3;JOTI;YONATAN;;;;;
INF;4;;REG;1;;;false;ccelti;;;;monchi;;3;PICHINA;MERO;5;6;RABADAN;VALENTIN;;;;;
INF;5;;REG;1;;;false;ccelti;;;;monchi;;4;LUNA;ZELUAN;6;3;MONCHI;DAVID;;;;;
COM;6;;;;;;;;;;;;;;;;;;;;;;;;
INF;7;2016/17;REG;1;6;29/09/2016;true;calolo;C'LOLO;2;2;cgerma;CASA GERMÁN;1;COTE;MANU;4;6;ALLENDE;FANDIÑO;;;;;
INF;8;;REG;1;;;false;calolo;;;;cgerma;;2;ISIDORO;JUSTO;6;5;JOAQUIN;JUAN;;;;;
INF;9;;REG;1;;;false;calolo;;;;cgerma;;3;DANI;MARCOS;4;6;ESPINA;TOÑO;;;;;
INF;10;;REG;1;;;false;calolo;;;;cgerma;;4;SOPEÑA;EDU;6;3;JAVIER;KIKE;;;;;
COM;11;;;;;;;;;;;;;;;;;;;;;;;;
INF;12;2016/17;REG;1;6;29/09/2016;true;barena;BAR LA ARENA ;0;4;bcarba;PEÑA CARBAYEDO;1;PEPE;JUAN;4;6;LUIGI;ABLANEDO;;;;;
INF;13;;REG;1;;;false;barena;;;;bcarba;;2;OMAR;JUANMA;4;6;TOÑO;JAVI;;;;;
INF;14;;REG;1;;;false;barena;;;;bcarba;;3;LUIS;DAVID;4;6;CHUS;JOSE LUIS;;;;;
INF;15;;REG;1;;;false;barena;;;;bcarba;;4;JOACO;FELIPE;2;6;LUIS;HOMERO;;;;;
COM;16;;;;;;;;;;;;;;;;;;;;;;;;
INF;17;2016/17;REG;1;6;29/09/2016;true;andrea;BAR D'ANDREA;2;2;bxareu;XAREU;1;DANI;ISMA;0;6;NANDO;GASPAR;;;;;
INF;18;;REG;1;;;false;andrea;;;;bxareu;;2;FERRERAS;GIL;6;4;MARAVILLAS;CARBAYO;;;;;
INF;19;;REG;1;;;false;andrea;;;;bxareu;;3;KIKE;OCTAVIO;6;5;CARLOS;LOLO;;;;;
INF;20;;REG;1;;;false;andrea;;;;bxareu;;4;TINO;JUAN;5;6;EULOGIO;ARIAS;;;;;
COM;21;;;;;;;;;;;;;;;;;;;;;;;;
INF;22;2016/17;REG;1;6;29/09/2016;true;albora;SIDRERÍA ALBORADA ;0;4;8villa;8 VILLAS;1;FALO;MARIANO;2;6;ALVARO;HUMBERTO;;;;;
INF;23;;REG;1;;;false;albora;;;;8villa;;2;GAN;GELO;3;6;MOSCALIN;RAFA;;;;;
INF;24;;REG;1;;;false;albora;;;;8villa;;3;PABLO;LUIS;3;6;M. JESUS;URE;;;;;
INF;25;;REG;1;;;false;albora;;;;8villa;;4;GUELO;JOSE;3;6;NACHO;JUAN;;;;;
COM;26;;;;;;;;;;;;;;;;;;;;;;;;
INF;27;2016/17;REG;1;6;29/09/2016;true;churre;CHURRERÍA;1;3;catere;CASA TERE;1;JUAN;JOSE;6;3;PANCHO;BELLANCO;;;;;
INF;28;;REG;1;;;false;churre;;;;catere;;2;JAVIER;RAMON;4;6;GENI;PUPI;;;;;
