COM;1;temporada;tipo liga;vuelta;jornada;fecha jornada;is Match;id peña local;peña local;local mesas ganadas;visitante mesas ganadas;id peña visitante;peña visitante;número mesa;peña local  jugador 1;peña local   jugador 2;local chicos a favor;visitante chicos a favor;peña visitante jugador 1;peña visitante jugador 2;;NUEVO peña local  jugador 1;NUEVO peña local   jugador 2;NUEVO peña visitante  jugador 1;NUEVO peña visitante  jugador 2;
INF;2;2016/17;REG;1;27;12/12/2016;true;chalan;MUS EL CHALANÍN;1;3;picosa;LA PICOSA;1;DIEGO;KYLLO;2;6;PACO;CARLINOS;;;ENDL;;;
INF;3;;REG;1;;;false;chalan;;;;picosa;;2;SILVI;POPE;2;6;CHUS;ARSENIO;;;ENDL;;;
INF;4;;REG;1;;;false;chalan;;;;picosa;;3;DOLO;MARIO;6;4;CARLOS;KIKE;;;ENDL;;;
INF;5;;REG;1;;;false;chalan;;;;picosa;;4;CHEMA;LASTRA;5;6;PEPE;ANIA;;;ENDL;;;
COM;6;;;;;;;;;;;;;;;;;;;;;;;;;
INF;7;2016/17;REG;1;27;12/12/2016;true;sagkam;S.AG.-KAME.NET;3;1;cebano;CAFÉ BAR ÉBANO;1;ANGEL;MENOTI;6;1;LUPI;BARREIROS;;;ENDL;;;
INF;8;;REG;1;;;false;sagkam;;;;cebano;;2;ESTRELLA;JAVI;2;6;NICO;MIGUEL;;;ENDL;;;
INF;9;;REG;1;;;false;sagkam;;;;cebano;;3;GAYOL;PINTO;6;5;TINO;CARLON;;;ENDL;;;
INF;10;;REG;1;;;false;sagkam;;;;cebano;;4;ISIDRO;JUANI;6;0;ANGEL RAMON;JULIO;;;ENDL;;;
COM;11;;;;;;;;;;;;;;;;;;;;;;;;;
COM;12;2016/17;REG;1;27;12/12/2016;true;sagrib;S.AG.-RÍAS BAIXAS;apl;apl;rcarol;RINCÓN DE CAROL;1;;;;;;;;;ENDL;;;
COM;13;;REG;1;;;false;sagrib;;;;rcarol;;2;;;;;;;;;ENDL;;;
COM;14;;REG;1;;;false;sagrib;APLAZADA;;;rcarol;APLAZADA;3;;;;;;;;;ENDL;;;
COM;15;;REG;1;;;false;sagrib;;;;rcarol;;4;;;;;;;;;ENDL;;;
COM;16;;;;;;;;;;;;;;;;;;;;;;;;;
INF;17;2016/17;REG;1;27;12/12/2016;true;4vient;4 VIENTOS;1;3;valmus;VALSA MUS;1;KIRIKI;JOSE LUIS;3;6;JUSTO;JULIO;;;ENDL;;;
INF;18;;REG;1;;;false;4vient;;;;valmus;;2;PERFE;RAMON;5;6;JAVI;FELIPE;;;ENDL;;;
INF;19;;REG;1;;;false;4vient;;;;valmus;;3;MALAGA;CARLOTO;5;6;FERNANDO;JANDRO;;;ENDL;;;
INF;20;;REG;1;;;false;4vient;;;;valmus;;4;ROBLES;VALLEDOR;6;2;JOSE LUIS;MIGUEL;;;ENDL;;;
COM;21;;;;;;;;;;;;;;;;;;;;;;;;;
INF;22;2016/17;REG;1;27;12/12/2016;true;churre;CHURRERÍA;2;2;sagcel;S.AG.-CÉLTICA;1;JAVIER;RAMON;4;6;CHEMA;ANDRES;;;ENDL;;;
INF;23;;REG;1;;;false;churre;;;;sagcel;;2;JUAN;JOSE;6;4;IÑAKI;JAVI;;;ENDL;;;
INF;24;;REG;1;;;false;churre;;;;sagcel;;3;LUIS;JANO;6;4;SONIA;JOSE;;;ENDL;;;
INF;25;;REG;1;;;false;churre;;;;sagcel;;4;PACO;JAVI;2;6;TRIKI;MANU;;;ENDL;;;
COM;26;;;;;;;;;;;;;;;;;;;;;;;;;
INF;27;2016/17;REG;1;27;12/12/2016;true;albora;SIDRERÍA ALBORADA ;2;2;acveig;AC MUS VEIGA;1;PADILLA;FERNANDO;3;6;EMILIO;ADAN;;;ENDL;;;
INF;28;;REG;1;;;false;albora;;;;acveig;;2;GAN;GELO;2;6;TINO;ZURDO;;;ENDL;;;
