COM;1;temporada;tipo liga;vuelta;jornada;fecha jornada;is Match;id peña local;peña local;local mesas ganadas;visitante mesas ganadas;id peña visitante;peña visitante;número mesa;peña local  jugador 1;peña local   jugador 2;local chicos a favor;visitante chicos a favor;peña visitante jugador 1;peña visitante jugador 2;puntos sanción peña local;puntos sanción peña visitante;fin líena;;NUEVO peña local  jugador 1;NUEVO peña local   jugador 2;NUEVO peña visitante  jugador 1;NUEVO peña visitante  jugador 2;
INF;2;2016/17;REG;2;43;30/01/2017;true;bxareu;XAREU;3;1;churre;CHURRERÍA;1;ROSA;ARIAS;6;4;AZA;PACO;;;ENDL;;;;;;
INF;3;;REG;2;;;false;bxareu;;;;churre;;2;MARAVILLAS;CARBAYO;6;5;RAMON;JOSE;;;ENDL;;;;;;
INF;4;;REG;2;;;false;bxareu;;;;churre;;3;GASPAR;LOLO;5;6;JAVIER;ROBERTO;;;ENDL;;;;;;
INF;5;;REG;2;;;false;bxareu;;;;churre;;4;NANDO;OVIDIO;6;5;RICHARD;JUAN;;;ENDL;;;;;;
COM;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;7;2016/17;REG;2;43;30/01/2017;true;barena;PEÑA LA ARENA ;1;3;4vient;4 VIENTOS;1;DAVID;TURBO;6;2;GARRIDO;PERFE;;;ENDL;;;;;;
INF;8;;REG;2;;;false;barena;;;;4vient;;2;OMAR;FELIPE;3;6;JOSE LUIS;RAMON;;;ENDL;;;;;;
INF;9;;REG;2;;;false;barena;;;;4vient;;3;LUIS;RODRIGO;4;6;KIRIKI;ANTONIO;;;ENDL;;;;;;
INF;10;;REG;2;;;false;barena;;;;4vient;;4;PEPE;JUAN;5;6;MALAGA;VALLEDOR;;;ENDL;;;;;;
COM;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;12;2016/17;REG;2;43;30/01/2017;true;calolo;CA LOLO;3;1;sagrib;S.AG.-RÍAS BAIXAS;1;COTE;MANU;6;2;FRAN;JAIME;;;ENDL;;;;;;
INF;13;;REG;2;;;false;calolo;;;;sagrib;;2;SILVIA;PARAMIO;6;4;GERARDO;OSCAR;;;ENDL;;;;;;
INF;14;;REG;2;;;false;calolo;;;;sagrib;;3;JUANMA;MARCOS;4;6;CUERVO;NACHO;;;ENDL;;;;;;
INF;15;;REG;2;;;false;calolo;;;;sagrib;;4;SOPEÑA;HUGO;6;4;CHEMI;VICTOR;;;ENDL;;;;;;
COM;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;17;2016/17;REG;2;43;30/01/2017;true;ccelti;CÉLTICA;3;1;sagkam;S.AG.-KAME.NET;1;FELIX;FALO;6;4;JAVI;ESTRELLA;;;ENDL;;;;;;
INF;18;;REG;2;;;false;ccelti;;;;sagkam;;2;CHININ;CHININ II;2;6;MENOTI;PRIETO;;;ENDL;;;;;;
INF;19;;REG;2;;;false;ccelti;;;;sagkam;;3;MERO;JUAN;6;4;MARCO;ANGEL;;;ENDL;;;;;;
INF;20;;REG;2;;;false;ccelti;;;;sagkam;;4;ZELUAN;LUNA;6;4;ROBERTO;LUIS PRIETO;;;ENDL;;;;;;
COM;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;22;2016/17;REG;2;43;30/01/2017;true;cvalsa;CAFETERÍA VALSA;3;1;chalan;MUS EL CHALANÍN;1;NACHO;JENARO;6;5;MARIO;LASTRA;;;ENDL;;;;;;
INF;23;;REG;2;;;false;cvalsa;;;;chalan;;2;FERNANDO;PEREZ;6;3;CHEMA;POPE;;;ENDL;;;;;;
INF;24;;REG;2;;;false;cvalsa;;;;chalan;;3;CAMPANA;GABI;6;2;SILVI;YOLI;;;ENDL;;;;;;
INF;25;;REG;2;;;false;cvalsa;;;;chalan;;4;JOSE;MARCOS;2;6;DOLO;KYLLO;;;ENDL;;;;;;
COM;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;27;2016/17;REG;2;43;30/01/2017;true;monchi;PEÑA MUS MONCHI;3;1;picosa;LA PICOSA;1;MONCHI;REGUERO;6;3;KIKE;JOSE;;;ENDL;;;;;;
INF;28;;REG;2;;;false;monchi;;;;picosa;;2;RABADAN;BERNARDO;6;3;PACO;CARLOS;;;ENDL;;;;;;
INF;29;;REG;2;;;false;monchi;;;;picosa;;3;FRAN;FONSO;6;0;GELO;CARLOS;;;ENDL;;;;;;
INF;30;;REG;2;;;false;monchi;;;;picosa;;4;DAVID;JUANJO;2;6;CHUS;PEPE;;;ENDL;;;;;;
COM;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;32;2016/17;REG;2;43;30/01/2017;true;cgerma;CASA GERMÁN;2;2;cebano;CAFÉ BAR ÉBANO;1;ALLENDE;FANDIÑO;6;4;MUÑIZ;LOZANO;;;ENDL;;;;;;
INF;33;;REG;2;;;false;cgerma;;;;cebano;;2;YONI;TOÑO;3;6;LUPI;BARREIROS;;;ENDL;;;;;;
INF;34;;REG;2;;;false;cgerma;;;;cebano;;3;JANEL;GABI;6;5;FRAN;MIGUEL;;;ENDL;;;;;;
INF;35;;REG;2;;;false;cgerma;;;;cebano;;4;ESPINA;JOAQUIN;3;6;JULIO;ANGEL RAMON;;;ENDL;;;;;;
COM;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;37;2016/17;REG;2;43;30/01/2017;true;bcarba;PEÑA CARBAYEDO;4;0;rcarol;RINCÓN DE CAROL;1;HOMERO;LUIGI;6;2;DEME;TEO;;;ENDL;;;;;;
