COM;1;temporada;tipo liga;vuelta;jornada;fecha jornada;is Match;id peña local;peña local;local mesas ganadas;visitante mesas ganadas;id peña visitante;peña visitante;número mesa;peña local  jugador 1;peña local   jugador 2;local chicos a favor;visitante chicos a favor;peña visitante jugador 1;peña visitante jugador 2;puntos sanción peña local;puntos sanción peña visitante;fin líena;;NUEVO peña local  jugador 1;NUEVO peña local   jugador 2;NUEVO peña visitante  jugador 1;NUEVO peña visitante  jugador 2;
INF;2;2016/17;REG;2;48;16/02/2017;true;sagrib;S.AG.-RÍAS BAIXAS;1;3;4vient;4 VIENTOS;1;FRAN;JAIME;2;6;KIRIKI;ANTONIO;;;ENDL;;;;;;
INF;3;;REG;2;;;false;sagrib;;;;4vient;;2;GERARDO;OSCAR;6;4;PERFE;GARRIDO;;;ENDL;;;;;;
INF;4;;REG;2;;;false;sagrib;;;;4vient;;3;VICTOR;CHEMI;1;6;JOSE LUIS;PRIETO;;;ENDL;;;;;;
INF;5;;REG;2;;;false;sagrib;;;;4vient;;4;COLLADO;ALVARO;4;6;MALAGA;VALLEDOR;;;ENDL;;;;;;
COM;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;7;2016/17;REG;2;48;16/02/2017;true;sagkam;S.AG.-KAME.NET;4;0;churre;CHURRERÍA;1;PRIETO;MENOTI;6;3;JOSE;JANO;;;ENDL;;;;;;
INF;8;;REG;2;;;false;sagkam;;;;churre;;2;ESTRELLA;JAVI;6;4;AZA;JUAN;;;ENDL;;;;;;
INF;9;;REG;2;;;false;sagkam;;;;churre;;3;GAYOL;PINTO;6;0;JAVIER;RAMON;;;ENDL;;;;;;
INF;10;;REG;2;;;false;sagkam;;;;churre;;4;ISIDRO;JUANI;6;5;LUIS;PACO;;;ENDL;;;;;;
COM;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;12;2016/17;REG;2;48;16/02/2017;true;chalan;MUS EL CHALANÍN;1;3;albora;SIDRERÍA ALBORADA ;1;LASTRA;MARIO;5;6;OMAR;CALVETE;;;ENDL;;;;;;
INF;13;;REG;2;;;false;chalan;;;;albora;;2;SAM;DANI;6;4;GUELO;JOSE;;;ENDL;;;;;;
INF;14;;REG;2;;;false;chalan;;;;albora;;3;LUIS C.;DOLO;5;6;PABLO;LUIS;;;ENDL;;;;;;
INF;15;;REG;2;;;false;chalan;;;;albora;;4;DIEGO;KYLLO;0;6;GAN;GELO;;;ENDL;;;;;;
COM;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;17;2016/17;REG;2;48;16/02/2017;true;picosa;LA PICOSA;3;1;bxareu;XAREU;1;IÑAQUI;CARLINOS;4;6;MARAVILLAS;CARBAYO;;;ENDL;;;;;;
INF;18;;REG;2;;;false;picosa;;;;bxareu;;2;CHUS;PEPE;6;4;NANDO;BAO;;;ENDL;;;;;;
INF;19;;REG;2;;;false;picosa;;;;bxareu;;3;CARLOS;ARSENIO;6;5;CARLOS;LOLO;;;ENDL;;;;;;
INF;20;;REG;2;;;false;picosa;;;;bxareu;;4;JOSE;KIKE;6;0;ROSA;ARIAS;;;ENDL;;;;;;
COM;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;22;2016/17;REG;2;48;16/02/2017;true;cebano;CAFÉ BAR ÉBANO;2;2;barena;PEÑA LA ARENA ;1;MUÑIZ;MIGUEL;5;6;FRAN;DAVID;;;ENDL;;;;;;
INF;23;;REG;2;;;false;cebano;;;;barena;;2;NICO;LUIS;5;6;FELIPE;RODRIGO;;;ENDL;;;;;;
INF;24;;REG;2;;;false;cebano;;;;barena;;3;JULIO;FRAN;6;3;JUANMA;TURBO;;;ENDL;;;;;;
INF;25;;REG;2;;;false;cebano;;;;barena;;4;LUPI;BARREIROS;6;4;PEPE;JUAN;;;ENDL;;;;;;
COM;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;27;2016/17;REG;2;48;16/02/2017;true;rcarol;RINCÓN DE CAROL;1;3;calolo;CA LOLO;1;GABI;CHEMA;3;6;JUANMA;EDU;;;ENDL;;;;;;
INF;28;;REG;2;;;false;rcarol;;;;calolo;;2;BELLO;ALFREDO;3;6;MANU;ELOY;;;ENDL;;;;;;
INF;29;;REG;2;;;false;rcarol;;;;calolo;;3;DEME;TEO;6;3;SOPEÑA;HUGO;;;ENDL;;;;;;
INF;30;;REG;2;;;false;rcarol;;;;calolo;;4;ALFONSO;ISRA;1;6;ISIDORO;PARAMIO;;;ENDL;;;;;;
COM;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;32;2016/17;REG;2;48;16/02/2017;true;valmus;VALSA MUS;1;3;ccelti;CÉLTICA;1;JOSE LUIS;MIGUEL;5;6;MERO;JUAN;;;ENDL;;;;;;
INF;33;;REG;2;;;false;valmus;;;;ccelti;;2;JUSTO;JULIO;6;4;PICHINA;FALO;;;ENDL;;;;;;
INF;34;;REG;2;;;false;valmus;;;;ccelti;;3;ITO;ALFREDO;4;6;ZELUAN;LUNA;;;ENDL;;;;;;
INF;35;;REG;2;;;false;valmus;;;;ccelti;;4;JAVI;PACO;4;6;CHININ;BUSTO;;;ENDL;;;;;;
COM;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;37;2016/17;REG;2;48;16/02/2017;true;sagcel;S.AG.-CÉLTICA;1;3;cvalsa;CAFETERÍA VALSA;1;CARLOS;CHEMA;4;6;FERNANDO;MURAS;;;ENDL;;;;;;
INF;38;;REG;2;;;false;sagcel;;;;cvalsa;;2;MANU;TRIKI;5;6;LUIS;IÑAKI;;;ENDL;;;;;;
INF;39;;REG;2;;;false;sagcel;;;;cvalsa;;3;JOSE;SONIA;6;2;JOSE;NACHO;;;ENDL;;;;;;
INF;40;;REG;2;;;false;sagcel;;;;cvalsa;;4;JAVI;IÑAKI;3;6;PARAMIO;JENARO;;;ENDL;;;;;;
COM;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;42;2016/17;REG;2;48;16/02/2017;true;acveig;AC MUS VEIGA;2;2;monchi;PEÑA MUS MONCHI;1;MILLAN;GUTI;6;2;RABADAN;BERNARDO;;;ENDL;;;;;;
INF;43;;REG;2;;;false;acveig;;;;monchi;;2;HERRERO;ELOY;6;3;JUANJO;PEPE;;;ENDL;;;;;;
INF;44;;REG;2;;;false;acveig;;;;monchi;;3;ZICO;SARRY;3;6;FONSO;FRAN;;;ENDL;;;;;;
INF;45;;REG;2;;;false;acveig;;;;monchi;;4;EMILIO;ZURDO;5;6;MONCHI;DAVID;;;ENDL;;;;;;
COM;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;47;2016/17;REG;2;48;16/02/2017;true;capiol;CAFÉ BAR PIOL;3;1;cgerma;CASA GERMÁN;1;NINO;ANTONIO;6;4;ALLENDE;FANDIÑO;;;ENDL;;;;;;
INF;48;;REG;2;;;false;capiol;;;;cgerma;;2;SALAS;ESTHER;0;6;YONI;TOÑO;;;ENDL;;;;;;
INF;49;;REG;2;;;false;capiol;;;;cgerma;;3;JOSE;FELIX;6;5;JANEL;GABI;;;ENDL;;;;;;
INF;50;;REG;2;;;false;capiol;;;;cgerma;;4;PEPE;CARMEN;6;3;MORAN;VIÑA;;;ENDL;;;;;;
COM;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;52;2016/17;REG;2;48;16/02/2017;true;bcampy;BAR CAMPY;3;1;bcarba;PEÑA CARBAYEDO;1;LLORENTE;ANTONIO;4;6;ABLANEDO;LUIGI;;;ENDL;;;;;;
INF;53;;REG;2;;;false;bcampy;;;;bcarba;;2;PEPE;PACO;6;3;TOÑO;JAVI;;;ENDL;;;;;;
INF;54;;REG;2;;;false;bcampy;;;;bcarba;;3;JOSE;CAO;6;3;JOSE LUIS;CHUS;;;ENDL;;;;;;
INF;55;;REG;2;;;false;bcampy;;;;bcarba;;4;SERGIO;YIMI;6;5;CHE;LUIS;;;ENDL;;;;;;
COM;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;57;2016/17;REG;2;48;16/02/2017;true;brenya;LA BREÑA ;1;3;andrea;BAR D'ANDREA;1;GLORIA;VIGIL;3;6;OCTAVIO;JUAN;;;ENDL;;;;;;
INF;58;;REG;2;;;false;brenya;;;;andrea;;2;FRANCISCO;VAQUERO II;1;6;DANI;GIL;;;ENDL;;;;;;
INF;59;;REG;2;;;false;brenya;;;;andrea;;3;SALVA;JUAN;4;6;KIKE;ISMA;;;ENDL;;;;;;
INF;60;;REG;2;;;false;brenya;;;;andrea;;4;KARLOS;MANOLITO;6;3;LOLO;LITRI;;;ENDL;;;;;;
COM;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INF;62;2016/17;REG;2;48;16/02/2017;true;habana;BAR HABANA;3;1;8villa;8 VILLAS;1;SIXTO;JUANJO;6;5;ALVARO;ANGEL;;;ENDL;;;;;;
INF;63;;REG;2;;;false;habana;;;;8villa;;2;EVA;PACHIN;6;3;KIKE;JUAN;;;ENDL;;;;;;
INF;64;;REG;2;;;false;habana;;;;8villa;;3;JOSE;MANOLO;6;1;URE;M. JESUS;;;ENDL;;;;;;
INF;65;;REG;2;;;false;habana;;;;8villa;;4;MARGA;PANA;0;6;HUMBERTO;NACHO;;;ENDL;;;;;;
COM;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COM;67;2016/17;REG;2;48;16/02/2017;true;catere;CASA TERE;;;zdesca;DESCANSA;;;;;;;;;;ENDL;;;;;;
END;68;14;53;53;14;14;53;53;14;13;13;;14;;52;52;52;52;52;52;0;0;;;0;0;0;0;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
